stage,question,responses,total_entries,response_rate
37_india_anc_check,No Question,1,1,100.0
36_uninitialized," As your belly grows, it may be harder to find a comfortable position to sleep in 💤. Try using pillows or blankets to support your belly and back, and avoid eating or drinking anything close to bedtime ⏰.",0,1,0.0
36_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,1,0.0
36_smoking_and_alcohol," Has your health worker informed you of the dangers of tobacco, alcohol and other drugs?

{{Yes}}
{{No}}",1,1,100.0
36_rmc_survey_friendliness," 🟢⚪️⚪️⚪️⚪️

Did the doctors, nurses, and other staff at the facility treat you in a friendly manner?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",0,1,0.0
36_rmc_survey_end, Thanks for letting me know about your visit📝 I will be in touch with you soon!  I hope you have a happy and healthy week🌞,0,1,0.0
36_rmc_survey,No Question,0,1,0.0
36_reuse_location_prompt,No Question,0,1,0.0
38_danger_signs_counseling_no,No Question,0,1,0.0
38_danger_signs_counseling," Some symptoms are a sign to go to a health facility quickly. Did the health worker talk to you about these warning signs?

{{Yes}}
{{No}}",1,1,100.0
38_current_method_yes, That's great news! Birth spacing ensures your body has time to heal properly and that you can give enough attention to your baby.,0,1,0.0
38_check_postpartum_fp_intent,No Question,0,1,0.0
38_check_current_method," Are you taking postpartum contraception?

{{Yes}}
{{No}}",1,1,100.0
12_uninitialized," Your growing baby may put pressure on your lungs, making it a little harder to breathe. Deep breathing exercises 👃🏽, sleeping on the left side 💤, and wearing loose clothing 🥻can help.",0,1,0.0
12_uninitialized, You may also experience changes in your private area. A white vaginal discharge is usually normal. ,0,1,0.0
12_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,1,0.0
12_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,1,0.0
36_pnc_journey_of_reminders,No Question,1,1,100.0
36_pnc_journey,No Question,0,1,0.0
36_nivi-quiz-sept,No Question,0,1,0.0
36_location_app_end,No Question,0,1,0.0
36_leg_swelling_tips," Swelling in your legs, ankles, and hands is a common pregnancy symptom. Drinking plenty of clean water 💦, avoiding sitting or standing for a long time 🚶🏽‍♀️, wearing comfortable shoes 🥿, and resting with your feet up ⬆️ can help with swelling. However, extreme swelling with a bad headache or blurry vision are signs to go to a health facility right away.  They will check if everything is okay 💕.",0,1,0.0
36_leg_swelling," Okay, thanks for letting me know.  Smoking and drinking are dangerous for your baby. Even someone smoking nearby can cause harm. Did the clinic talk to you about leg swelling?

{{Yes}}
{{No}}",1,1,100.0
36_intro,No Question,0,1,0.0
38_location_app_end,No Question,0,1,0.0
38_location,No Question,0,1,0.0
38_intro,No Question,0,1,0.0
38_hi_eng_menu," *What would you like to chat about?* 

*Contraceptive Methods* -  Learn about family planning methods to avoid or delay pregnancy
*Contraceptive advice*  -  Get 3 contraceptive recommendations
*STI* -  Sexually transmitted infections
*HIV/AIDS* -  Human immunodeficiency virus / Acquired immunodeficiency syndrome
*HPV* -  Human Papillomavirus _*✨New!✨*_
*TB* -  Tuberculosis
*Quiz* - Nivi's monthly quiz

{{Contraceptive Menu}}
{{Contraceptive advice}}
{{STI}}
{{HIV/AIDS}}
{{HPV}}
{{TB}}
{{Nivi Quiz}}
[[Select option]]",0,1,0.0
38_explainer_1," Wearing loose clothing and washing your private area daily can help keep you healthy down there. However, if you feel itchy or smelly around your private area, let your health worker know.  I hope you have a great week. I will be back soon with more tips 😊",0,1,0.0
38_explainer_1, Plan to breastfeed your baby as soon as they are born. Your first milk will protect your baby from sickness 🦠.  Only feed your baby breast milk for the *first 6 months* of their life 👶🏽. Your breast milk has all the nutrition your baby needs! ,0,1,0.0
38_explainer_1," Here are examples of items to pack in your bag:  

✔︎ Sanitary Napkins 
✔︎ Sleeping items 
✔︎ Washing items 
✔︎ Clean clothes for you 
✔︎ Clothes for your baby Ask your health worker 👩🏽‍⚕️ what other items you need to bring for a safe delivery.  Keep a bag 👜 at home with these items and bring it with you to the health facility 🏥 when you start labor.",0,1,0.0
36_uninitialized," Now, I would love to learn about the quality of your visit.",0,1,0.0
36_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,1,0.0
36_danger_signs_counseling," Some symptoms are a sign to go to a health facility quickly. Did the health worker talk to you about these warning signs?

{{Yes}}
{{No}}",1,1,100.0
36_check_for_referrals,No Question,1,1,100.0
36_check_country,No Question,1,1,100.0
36_asm_menu, undefined,1,1,100.0
38_unified_referral,No Question,0,1,0.0
38_text_1, I'm happy to hear that!,0,1,0.0
38_rmc_survey_friendly_q1," 🟢🟢⚪️⚪️⚪️

Did you feel you could ask the doctors, nurses or other staff at the facility any questions you had?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",0,1,0.0
38_rmc_survey_friendliness," 🟢⚪️⚪️⚪️⚪️

Did the doctors, nurses, and other staff at the facility treat you in a friendly manner?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",1,1,100.0
38_rmc_survey,No Question,0,1,0.0
38_reuse_location_prompt,No Question,0,1,0.0
38_postpartum_fp_followup,No Question,0,1,0.0
38_pnc_journey,No Question,0,1,0.0
38_method-reco,No Question,0,1,0.0
38_malaria_tips," If you live in an area where malaria is common, antimalarial medication can protect you and your baby from sickness. Sleeping under a *bed net* can also keep you safe from mosquitoes that spread malaria.",0,1,0.0
36_pnc_yes,No Question,0,1,0.0
36_pnc_select_clinic,No Question,0,1,0.0
35_sms_thanks_msg,No Question,0,1,0.0
38_verify_language,No Question,1,1,100.0
38_uninitialized," Your breast milk is the best nutrition for your baby! Feed your baby your precious breast milk as soon as they are born.  Do you plan to breastfeed your baby?

{{Yes}}
{{No}}",1,1,100.0
38_uninitialized, You may also experience changes in your private area. A white vaginal discharge is usually normal. ,0,1,0.0
38_uninitialized," What topic would you like to chat with me about? Take a look at the Nivi Main Menu below (please type using numbers only):

Type 1 for Family Planning Methods

Type 2 for Guidance on Medication Abortion

Type 3 to Share your concern or questions",0,1,0.0
38_uninitialized," Now, I would love to learn about the quality of your visit.",0,1,0.0
38_uninitialized," Based on your baby's birth date, it looks like your baby is older than 3 months 👶🏽 I'm so glad you want to learn about ways to support your baby. However, my information is designed for parents with babies *less* than 3 months old. For now, I suggest connecting with your health worker 👩🏽‍⚕️ for information suitable for your baby's age.",0,1,0.0
38_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,1,0.0
36_anc_week_27_visit_checkin,No Question,0,1,0.0
36_anc_visit_assessment_yes, That's great news! 🥳,0,1,0.0
36_anc_visit_assessment_no," Do you have an appointment this week?

{{Yes}}
{{No}}",0,1,0.0
35_uninitialized," Your breast milk is the best nutrition for your baby! Feed your baby your precious breast milk as soon as they are born.  Do you plan to breastfeed your baby?

{{Yes}}
{{No}}",1,1,100.0
35_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,1,0.0
36_explainer_1," Here are examples of items to pack in your bag:  

✔︎ Sanitary Napkins 
✔︎ Sleeping items 
✔︎ Washing items 
✔︎ Clean clothes for you 
✔︎ Clothes for your baby Ask your health worker 👩🏽‍⚕️ what other items you need to bring for a safe delivery.  Keep a bag 👜 at home with these items and bring it with you to the health facility 🏥 when you start labor.",0,1,0.0
36_explainer_1," And if *leg cramps* wake you up at night, try stretching or massaging your legs 🦵🏽, and walking bare foot on a plain surface 🚶🏽‍♀️. 

",0,1,0.0
36_danger_signs_counseling_yes,No Question,0,1,0.0
35_gender,No Question,0,1,0.0
35_explainer_1, Plan to breastfeed your baby as soon as they are born. Your first milk will protect your baby from sickness 🦠.  Only feed your baby breast milk for the *first 6 months* of their life 👶🏽. Your breast milk has all the nutrition your baby needs! ,0,1,0.0
35_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,1,0.0
35_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,1,0.0
12_PNC_SIGNUP_EVENT,No Question,0,1,0.0
11_verify_language,No Question,1,1,100.0
11_uninitialized," What topic would you like to chat with me about? 

Take a look at the Nivi Main Menu below (please respond using numbers only):

Type 1 for Family Planning Methods

Type 2 to let Nivi recommend 3 birth control methods for you and your partner

Type 3 for Guidance on Medication Abortion

Type 4 for Nivi's Monthly Quiz (test your knowledge of family planning and sexual health topics) 

Type 5 to Share your concern or questions",0,1,0.0
11_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,1,0.0
11_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,1,0.0
11_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,1,0.0
35_nlp_onboarding_question,No Question,0,1,0.0
35_location_for_referral_request,No Question,0,1,0.0
13_explainer_1," These are signs of urinary infection, which is common during pregnancy 🤰🏽.  If you notice these signs, visit a health facility right away to get it treated 🏥.",0,1,0.0
13_end_conversation, Thank you for using help menu,0,1,0.0
35_uninitialized," As your body prepares to give birth, you may also experience *""false"" labor contractions*. False labor contractions feel like a tightening or squeezing in your lower belly, and can be irregular and unpredictable.",0,1,0.0
35_text_1, I'm happy to hear that!,0,1,0.0
34_selected-clinic, I'm so glad to hear that.,0,1,0.0
34_visit_reminder_no_clinic, Okay. I can refer you to a clinic 🏥,0,1,0.0
34_uninitialized," 🤓 Are you ready to test your knowledge of birth control methods and safe ways to avoid pregnancy? Let's see if you are a family planning genius!  

Answer the 5 questions below 👇",0,1,0.0
34_uninitialized, What would you like to chat about? Pick an option from the MA menu below 👇 (please use numbers only):,0,1,0.0
34_uninitialized," What topic would you like to chat with me about? Take a look at my Main Menu below (please type using numbers only):

Type 1 for Family Planning Methods

Type 2 to Share your concerns or questions",0,1,0.0
34_uninitialized," So, how will you know when labor truly starts? ⏰ Tummy cramps (contractions) that last about 30 to 70 seconds and occur every 5 to 10 minutes
😣 Pain in your lower back
💦 Sudden rush of fluid coming from your private area
👶🏽 Baby pushes downward These are signs to rush to the health facility- your baby is on the way! Most women will not have their baby at 32 weeks, but it is possible to give birth early ⏰.",0,1,0.0
34_uninitialized," Medication Abortion or medical abortion (MA) is a safe and legal option for women to end early pregnancy (under 9 weeks). 

MA is different from surgical abortion as there's no surgery or hospitalisation needed for the woman. 

Women have to take a pack of pills prescribed by the doctor that will help end the pregnancy 💊👩🏽‍⚕️ Whether you are just curious about this topic and want general information, or whether you/your partner are dealing with an unplanned pregnancy and need a solution, I can provide guidelines for both situations 🙂

Also, to reassure you, whatever information I share with you is accurate and trustworthy as it has been checked by India's medical experts 👩🏽‍⚕️ While some people buy the abortion pills from their local pharmacy, Indian law requires a doctor's prescription to buy it!   

Visiting a doctor is helpful as they will check if there are any health conditions before taking the pills. 

The doctor can also advice on family planning options for both you and your partner to help prevent another pregnancy in the future 💑",0,1,0.0
34_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,1,0.0
34_uninitialized," Are you experiencing any of these symptoms?

⏰ Frequent and urgent need to pass urine (more than normal)
😣 Pain when passing urine
🔺 Urine that looks cloudy, bloody or is very smelly

{{Yes}}
{{No}}",1,1,100.0
35_age,No Question,0,1,0.0
35_ask_update_baby_due_month,No Question,0,1,0.0
35_ask_update_baby_due_day,No Question,0,1,0.0
13_uninitialized," Are you experiencing any of these symptoms?

⏰ Frequent and urgent need to pass urine (more than normal)
😣 Pain when passing urine
🔺 Urine that looks cloudy, bloody or is very smelly

{{Yes}}
{{No}}",1,1,100.0
13_text_1, Thank you for letting me know. ,0,1,0.0
13_language_changed_end_conversation, Thank you for using the help menu.,0,1,0.0
35_india_all_langs," आप क्या बदलना चाहेंगे?
What would you like to change?
আপুনি কি সলনি কৰিবলৈ বিচাৰে?
तुम्हाला काय बदलायला आवडेल?
ನೀವು ಏನನ್ನು ಬದಲಾಯಿಸಲು ಬಯಸುತ್ತೀರಿ?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{मराठीत चॅट करा}}
{{ಕನ್ನಡದಲ್ಲಿ ಚಾಟ್ ಮಾಡಿ}}
{{Exit}}
[[Select option]]",1,1,100.0
34_rmc_survey_friendly_q1," 🟢🟢⚪️⚪️⚪️

Did you feel you could ask the doctors, nurses or other staff at the facility any questions you had?

{{Yes, always}}
{{Sometimes}}
{{No, never}}",0,1,0.0
34_q-1-true, ❌ That's not the correct answer!,0,1,0.0
34_q-1-explanation," 💑 A couple can choose to use several types of contraception throughout her life. 

💉 There are several types of contraceptives available, for example the birth control pill, the injectable, the copper IUD, and condom, among others. 

💊 Couples can choose any method as per their needs. For example, a woman may start taking the birth control pill and later realize that the copper T is more convenient for her.

😷 Trying out different contraceptive methods can be especially helpful for women that experience side effects from a particular method. 

👉 You can get more information on contraceptive options using Nivi’s main menu.",0,1,0.0
34_q-1," 👉 True or False: A couple can only use one type of contraception throughout their life.

{{True}}

{{False}}",1,1,100.0
34_pnc_yes,No Question,0,1,0.0
34_pnc_select_clinic,No Question,0,1,0.0
34_pnc_journey_of_reminders,No Question,1,1,100.0
34_nivi-quiz-sept,No Question,0,1,0.0
39_check_for_referrals,No Question,1,1,100.0
39_change_due_date,No Question,0,1,0.0
39_ask_update_baby_due_month,No Question,0,1,0.0
39_ask_update_baby_due_day,No Question,0,1,0.0
39_ask_change_due_date,No Question,0,1,0.0
34_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,1,0.0
34_unified_referral,No Question,0,1,0.0
34_text_1, Thank you for letting me know. ,0,1,0.0
34_change_due_date,No Question,0,1,0.0
34_ask_update_baby_due_month,No Question,0,1,0.0
34_ask_update_baby_due_day,No Question,0,1,0.0
39_hi_eng_menu," *What would you like to chat about?* 

*Contraceptive Methods* -  Learn about family planning methods to avoid or delay pregnancy
*Contraceptive advice*  -  Get 3 contraceptive recommendations
*STI* -  Sexually transmitted infections
*HIV/AIDS* -  Human immunodeficiency virus / Acquired immunodeficiency syndrome
*HPV* -  Human Papillomavirus _*✨New!✨*_
*TB* -  Tuberculosis
*Quiz* - Nivi's monthly quiz

{{Contraceptive Menu}}
{{Contraceptive advice}}
{{STI}}
{{HIV/AIDS}}
{{HPV}}
{{TB}}
{{Nivi Quiz}}
[[Select option]]",1,1,100.0
39_fp_dispatcher,No Question,0,1,0.0
39_explainer_1," Here are examples of items to pack in your bag:  

✔︎ Sanitary Napkins 
✔︎ Sleeping items 
✔︎ Washing items 
✔︎ Clean clothes for you 
✔︎ Clothes for your baby Ask your health worker 👩🏽‍⚕️ what other items you need to bring for a safe delivery.  Keep a bag 👜 at home with these items and bring it with you to the health facility 🏥 when you start labor.",0,1,0.0
39_dynamic_referrals, Which health facility do you think you'll choose for care?,1,1,100.0
34_menu-option-1," Choose an option :
{{Next question}}
{{Exit to Main Menu}}",1,1,100.0
34_location,No Question,0,1,0.0
34_loadmoreReferrals,No Question,0,1,0.0
34_loadmoreOptions,No Question,0,1,0.0
34_fp_dispatcher,No Question,0,1,0.0
34_fp-screening,No Question,0,1,0.0
34_explainer_1," These are signs of urinary infection, which is common during pregnancy 🤰🏽.  If you notice these signs, visit a health facility right away to get it treated 🏥.",0,1,0.0
34_explainer_1," Here are examples of items to pack in your bag:  

✔︎ Sanitary Napkins 
✔︎ Sleeping items 
✔︎ Washing items 
✔︎ Clean clothes for you 
✔︎ Clothes for your baby Ask your health worker 👩🏽‍⚕️ what other items you need to bring for a safe delivery.  Keep a bag 👜 at home with these items and bring it with you to the health facility 🏥 when you start labor.",0,1,0.0
34_select_clinic_done,No Question,1,1,100.0
33_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,1,0.0
33_india_change_lang_or_anc_due_date," आप क्या बदलना पसंद करेंगे?
What would you like to change?
আপুনি কি সলনি কৰিব বিচাৰে?

{{हिंदी में चैट करें}}
{{Chat in English}}
{{অসমীয়া ভাষাত ছেট}}
{{Update BabyBirthDate}}
{{Exit}}
[[Select option]]",1,1,100.0
33_india_anc_check,No Question,1,1,100.0
39_pnc_select_clinic,No Question,0,1,0.0
39_pnc_journey_of_reminders,No Question,1,1,100.0
33_uninitialized," Your breast milk is the best nutrition for your baby! Feed your baby your precious breast milk as soon as they are born.  Do you plan to breastfeed your baby?

{{Yes}}
{{No}}",0,1,0.0
34_ask_clinic_for_antenatal,No Question,0,1,0.0
34_ask_change_due_date,No Question,0,1,0.0
34_anc_week33_outro, I hope you have a happy and healthy week! I'll be in touch soon 😊. ,0,1,0.0
34_anc_week33_breastfeeding_benefits, Plan to breastfeed your baby as soon as they are born. Your first milk will protect your baby from sickness 🦠.  Only feed your baby breast milk for the *first 6 months* of their life 👶🏽. Your breast milk has all the nutrition your baby needs! ,0,1,0.0
34_anc_week23_swelling_tips," You may also notice swelling in your feet, ankles, and hands.  Drinking plenty of clean water 💦, avoiding sitting or standing for a long time 🚶🏽‍♀️, wearing comfortable shoes 🥿, and resting with your feet up ⬆️ can help with swelling. However, if you experience sudden and extreme swelling with bad headache or blurred vision, see your health worker right away. 

{{ continue }}",0,1,0.0
34_anc_getreferral,No Question,0,1,0.0
34_MA-main-menu-options,No Question,0,1,0.0
34_exit-quiz,No Question,0,1,0.0
34_dynamic_referrals, Which health facility do you think you'll choose for care?,1,1,100.0
34_check_for_referrals,No Question,1,1,100.0
14_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,1,0.0
14_explainer_1," And if *leg cramps* wake you up at night, try stretching or massaging your legs 🦵🏽, and walking bare foot on a plain surface 🚶🏽‍♀️. 

",0,1,0.0
39_pnc_yes,No Question,0,1,0.0
11_rmc_survey_unfriendly_q4e," OK, please tell me what happened 💬",1,1,100.0
33_ask_change_due_date,No Question,0,1,0.0
32_uninitialized," You may also notice swelling in your feet, ankles, and hands.  Drinking plenty of clean water 💦, avoiding sitting or standing for a long time 🚶🏽‍♀️, wearing comfortable shoes 🥿, and resting with your feet up ⬆️ can help with swelling. However, if you experience *sudden* and *extreme* swelling with a *bad headache* or *blurred vision*, see your health worker right away. ",0,1,0.0
32_uninitialized," So, how will you know when labor truly starts? ⏰ Tummy cramps (contractions) that last about 30 to 70 seconds and occur every 5 to 10 minutes
😣 Pain in your lower back
💦 Sudden rush of fluid coming from your private area
👶🏽 Baby pushes downward These are signs to rush to the health facility- your baby is on the way! Most women will not have their baby at 32 weeks, but it is possible to give birth early ⏰.",0,1,0.0
32_uninitialized, I want to check in with you about your visit to the health facility last week 🏥,0,1,0.0
32_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,1,0.0
32_uninitialized," As your belly grows, it may be harder to find a comfortable position to sleep in 💤. Try using pillows or blankets to support your belly and back, and avoid eating or drinking anything close to bedtime ⏰.",0,1,0.0
33_explainer_1," In fact, IFA pills will help ensure a healthy pregnancy for both you and your baby 💕. Eating citrus fruits 🍊 and fresh vegetables 🥬 will help your body absorb these nutrients better.
 If you have any concerns about IFA pills, or if your symptoms continue, let your ASHA or doctor know.

They will be able to provide you with accurate and appropriate information 📝.",0,1,0.0
33_change_language,No Question,1,1,100.0
33_change_due_date,No Question,0,1,0.0
33_ask_unsubscribe,No Question,0,1,0.0
33_uninitialized," You may also notice swelling in your feet, ankles, and hands.  Drinking plenty of clean water 💦, avoiding sitting or standing for a long time 🚶🏽‍♀️, wearing comfortable shoes 🥿, and resting with your feet up ⬆️ can help with swelling. However, if you experience *sudden* and *extreme* swelling with a *bad headache* or *blurred vision*, see your health worker right away. ",0,1,0.0
33_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,1,0.0
14_text_1, Thank you for letting me know. ,0,1,0.0
32_anc_week_37_visit_assessment,No Question,0,1,0.0
32_anc_week23_swelling_tips," You may also notice swelling in your feet, ankles, and hands.  Drinking plenty of clean water 💦, avoiding sitting or standing for a long time 🚶🏽‍♀️, wearing comfortable shoes 🥿, and resting with your feet up ⬆️ can help with swelling. However, if you experience sudden and extreme swelling with bad headache or blurred vision, see your health worker right away. 

{{ continue }}",0,1,0.0
39_selected-clinic, I'm so glad to hear that.,0,1,0.0
39_select_clinic_done,No Question,1,1,100.0
32_explainer_1," Here are examples of items to pack in your bag:  

✔︎ Sanitary Napkins 
✔︎ Sleeping items 
✔︎ Washing items 
✔︎ Clean clothes for you 
✔︎ Clothes for your baby Ask your health worker 👩🏽‍⚕️ what other items you need to bring for a safe delivery.  Keep a bag 👜 at home with these items and bring it with you to the health facility 🏥 when you start labor.",0,1,0.0
32_explainer_1," And if *leg cramps* wake you up at night, try stretching or massaging your legs 🦵🏽, and walking bare foot on a plain surface 🚶🏽‍♀️. 

",0,1,0.0
32_dynamic_referrals, I know I gave you some different options. Which do you think you'll choose? Reply with the number.,1,1,100.0
32_assessing_readiness," Let's make a plan! When can you take the next step?

{{Ready to act now}}
{{In next few days}}
{{Not sure when to act}}
{{Not ready to act}}
[[Select option]]",1,1,100.0
32_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,1,0.0
32_text_1, Thank you for letting me know. ,0,1,0.0
32_ready, 👍 Great! This is an important first step! I'd love to know about your experience with your provider after you go. I'll follow up with you soon,0,1,0.0
32_location,No Question,0,1,0.0
32_explainer_1," These are signs of urinary infection, which is common during pregnancy 🤰🏽.  If you notice these signs, visit a health facility right away to get it treated 🏥.",0,1,0.0
14_nivi-quiz-sept,No Question,0,1,0.0
14_explainer_1," These are signs of urinary infection, which is common during pregnancy 🤰🏽.  If you notice these signs, visit a health facility right away to get it treated 🏥.",0,1,0.0
32_anc_visit_assessment_no," Do you have an appointment this week?

{{Yes}}
{{No}}",1,1,100.0
32_anc_visit_assessment," Did you go for your checkup?

{{Yes}}
{{No}}",1,1,100.0
32_anc_getreferral,No Question,0,1,0.0
31_uninitialized," What would you like to chat with me about? Pick an option: 

Type 1 for Family Planning Methods 

Type 2 to share your concerns or questions",0,1,0.0
31_uninitialized," What topic would you like to chat with me about? Take a look at the Nivi Main Menu below (please type using numbers only):

Type 1 for Family Planning Methods

Type 2 for Guidance on Medication Abortion

Type 3 to Share your concern or questions",0,1,0.0
40_anc_user_check,No Question,1,1,100.0
40_already_in_mh_journey, You're already subscribed to askNivi! Please feel free to share the above link with others who may benefit. Thank you for spreading the word!,0,1,0.0
39_visit_reminder_yes," That's good to hear. What day do you plan to go?
{{Sunday}}
{{Monday}}
{{Tuesday}}
{{Wednesday}}
{{Thursday}}
{{Friday}}
{{Saturday}} 
[[Select option]]",0,1,0.0
39_verify_language,No Question,1,1,100.0
39_uninitialized," What would you like to chat with me about? Pick an option from below (please respond using numbers only): 

Type 1 for Family Planning Methods (delay or prevent pregnancy)

Type 2 to Share your concerns or questions",0,1,0.0
39_uninitialized," So, how will you know when labor truly starts? ⏰ Tummy cramps (contractions) that last about 30 to 70 seconds and occur every 5 to 10 minutes
😣 Pain in your lower back
💦 Sudden rush of fluid coming from your private area
👶🏽 Baby pushes downward These are signs to rush to the health facility- your baby is on the way! Most women will not have their baby at 32 weeks, but it is possible to give birth early ⏰.",0,1,0.0
39_uninitialized," As your body works to support your growing baby, you may feel more tired than usual. Be sure to get enough rest 💤, eat a healthy diet 🍊🍇, and engage in light exercise🚶🏽‍♀️. If you can, ask your family to help you with household chores 🧹 when you are feeling tired.",0,1,0.0
39_uninitialized," A health facility 🏥 is the *safest* place for birth.  Here's what you should do to prepare:

🚎 Find out the fastest way to get to the clinic, and plan your transport
💵 Save money for transportation and other costs
👜 Pack a bag with items you will bring when you deliver
👍🏽 Choose someone you trust to go with you",0,1,0.0
14_uninitialized," IFA pills may cause side effects such as black stool, constipation, and dizziness, but this is *normal*. I also want to assure you that taking IFA pills as advised by your ASHA or doctor will *not* cause a big baby or pain during delivery.",0,1,0.0
14_uninitialized," As your belly grows, it may be harder to find a comfortable position to sleep in 💤. Try using pillows or blankets to support your belly and back, and avoid eating or drinking anything close to bedtime ⏰.",0,1,0.0
14_uninitialized," Are you experiencing any of these symptoms?

⏰ Frequent and urgent need to pass urine (more than normal)
😣 Pain when passing urine
🔺 Urine that looks cloudy, bloody or is very smelly

{{Yes}}
{{No}}",1,1,100.0
31_exit-to-mainmenu, This chat is designed to support women or couples from pregnancy to 3 months after birth. I'll direct you to a chat where we can explore other health topics 🤗,0,1,0.0
40_asm_menu, undefined,0,1,0.0
40_ask_clinic_for_antenatal,No Question,0,1,0.0
40_anc_week_27_visit_checkin,No Question,0,1,0.0
40_anc_visit_assessment_yes, That's great news! 🥳,0,1,0.0
40_anc_visit_assessment," Did you go for your checkup?

{{Yes}}
{{No}}",1,1,100.0
31_explainer_1,"  These contractions are *normal* and may begin from the 4th month of pregnancy. Some women won't feel them at all and that's okay, too. If these contractions cause you discomfort, try drinking plenty of water💦, getting plenty of rest 🪑, and changing positions 🧘🏽‍♀️. If you have any questions or concerns about these symptoms, let your health worker know at your next visit. ",0,1,0.0
15_menu-option-1," Choose an option :
{{Next question}}
{{Exit to Main Menu}}",1,1,100.0
15_language_changed_end_conversation, Thank you for using the help menu.,0,1,0.0
15_india_anc_check,No Question,1,1,100.0
